examine,id,members,lowalch,limit,value,highalch,icon,name
3 doses of super antipoison potion.,181,true,115,2000,288,172,Superantipoison(3).png,Superantipoison(3)
4 doses of super antipoison potion.,2448,true,144,2000,360,216,Superantipoison(4).png,Superantipoison(4)
One dose of fishy super Attack potion.,11471,true,36,2000,90,54,Superattack mix(1).png,Superattack mix(1)
Two doses of fishy super Attack potion.,11469,true,54,2000,135,81,Superattack mix(2).png,Superattack mix(2)
Super-good for the smallest or largest of plants.,6034,true,34,2000,85,51,Supercompost.png,Supercompost
There's something unnatural about these bones.,22124,true,64,7500,160,96,Superior dragon bones.png,Superior dragon bones
A very slimy and generally disgusting green lizard.,10149,true,20,125,50,30,Swamp lizard.png,Swamp lizard
A tar-like substance mixed with flour and warmed.,1941,true,12,13000,30,18,Swamp paste.png,Swamp paste
A foul smelling thick tar-like substance.,1939,true,1,13000,1,1,Swamp tar.png,Swamp tar
A slippery little blighter.,2150,true,1,13000,2,1,Swamp toad (item).png,Swamp toad (item)
Swamp weed found in the caves near Dorgesh-Kaan.,10978,true,1,13000,2,1,Swamp weed.png,Swamp weed
Keeps my chest protected.,25389,true,1,,1,1,Swampbark body.png,Swampbark body
Great foot protection.,25395,true,1,,1,1,Swampbark boots.png,Swampbark boots
These should protect my hands.,25392,true,4000,,10000,6000,Swampbark gauntlets.png,Swampbark gauntlets
A rather interesting smelling helmet.,25398,true,1,,1,1,Swampbark helm.png,Swampbark helm
Strong leg protection.,25401,true,1,,1,1,Swampbark legs.png,Swampbark legs
Raw sweetcorn.,5986,true,3,11000,9,5,Sweetcorn.png,Sweetcorn
A bowl of cooked sweetcorn.,7088,true,5,13000,13,7,Sweetcorn (bowl).png,Sweetcorn (bowl)
A sweetcorn seed - plant in an allotment.,5320,true,3,600,8,4,Sweetcorn seed 5.png,Sweetcorn seed
A dull blade that moves at incredible speed.,24219,false,1,,1,1,Swift blade.png,Swift blade
I'd better be careful eating this!,373,false,32,6000,80,48,Swordfish.png,Swordfish
Teleports you to Tai bwo wannai.,12409,true,4,10000,10,6,Tai bwo wannai teleport.png,Tai bwo wannai teleport
You can plant this in your garden.,8449,true,40000,10000,100000,60000,Tall box hedge (bagged).png,Tall box hedge (bagged)
You can plant this in your garden.,8447,true,20000,10000,50000,30000,Tall fancy hedge (bagged).png,Tall fancy hedge (bagged)
All for one and one for all!,2639,true,80,4,200,120,Tan cavalier.png,Tan cavalier
It actually smells quite good.,2187,true,1,6000,2,1,Tangled toad's legs.png,Tangled toad's legs
Maybe you could use a chisel to fletch this into a blowpipe.,12922,true,44000,5,110000,66000,Tanzanite fang.png,Tanzanite fang
A teleport to your Bounty Hunter target.,24336,true,1,,1,1,Target teleport.png,Target teleport
Unlocks the level 85 Target Teleport spell.,12846,true,12000,5,30000,18000,Target teleport scroll.png,Target teleport scroll
A useful herb.,253,true,4,13000,11,6,Tarromin.png,Tarromin
I need another ingredient to finish this Tarromin potion.,95,true,4,10000,11,6,Tarromin potion (unf).png,Tarromin potion (unf)
A tarromin seed - plant in a herb patch.,5293,true,1,600,3,1,Tarromin seed 5.png,Tarromin seed
"A thick, foul-smelling, tar-like substance with a red tinge.",10144,true,1,7000,1,1,Tarromin tar.png,Tarromin tar
It's a shabby-looking graahk fur.,10097,true,36,10000,90,54,Tatty graahk fur.png,Tatty graahk fur
It's a shabby-looking kyatt fur.,10101,true,48,10000,120,72,Tatty kyatt fur.png,Tatty kyatt fur
It's a shabby-looking Larupia fur.,10093,true,24,10000,60,36,Tatty larupia fur.png,Tatty larupia fur
"A red salt, that when burned with other salts provides various benefits.",22593,true,4,10000,10,6,Te salt.png,Te salt
A teacher level wand.,6912,true,800,70,2000,1200,Teacher wand.png,Teacher wand
How does it all fit in there?,8506,true,4,500,10,6,Teak armchair (flatpack).png,Teak armchair (flatpack)
How does it all fit in there?,9860,true,4,500,10,6,Teak armour case (flatpack).png,Teak armour case (flatpack)
How does it all fit in there?,8582,true,4,500,10,6,Teak bed (flatpack).png,Teak bed (flatpack)
Feed and catch the birds by placing this in the right spot.,21521,true,2,250,5,3,Teak bird house.png,Teak bird house
How does it all fit in there?,9844,true,4,500,10,6,Teak cape rack (flatpack).png,Teak cape rack (flatpack)
How does it all fit in there?,8592,true,4,500,10,6,Teak clock (flatpack).png,Teak clock (flatpack)
How does it all fit in there?,8568,true,4,500,10,6,Teak dining bench (flatpack).png,Teak dining bench (flatpack)
How does it all fit in there?,8616,true,4,500,10,6,Teak drawers (flatpack).png,Teak drawers (flatpack)
How does it all fit in there?,8602,true,4,500,10,6,Teak dresser (flatpack).png,Teak dresser (flatpack)
Teak fancy dress box.,9866,true,4,500,10,6,Teak fancy dress box (flatpack).png,Teak fancy dress box (flatpack)
How does it all fit in there?,8532,true,4,500,10,6,Teak kitchen table (flatpack).png,Teak kitchen table (flatpack)
Some well-cut teak logs.,6333,true,12,13000,30,18,Teak logs.png,Teak logs
Teak magic wardrobe.,9854,true,4,500,10,6,Teak magic wardrobe (flatpack).png,Teak magic wardrobe (flatpack)
A plank of fine teak.,8780,true,200,13000,500,300,Teak plank.png,Teak plank
Teak logs prepared with sacred oil for a funeral pyre.,6211,true,40,11000,100,60,Teak pyre logs.png,Teak pyre logs
This sapling is ready to be replanted in a hardwood tree patch.,21477,true,1,200,1,1,Teak sapling.png,Teak sapling
Plant this in a plantpot of soil to grow a sapling.,21486,true,19,200,48,28,Teak seed 5.png,Teak seed
A teak crossbow stock.,9446,true,30,10000,77,46,Teak stock.png,Teak stock
How does it all fit in there?,8554,true,4,500,10,6,Teak table (flatpack).png,Teak table (flatpack)
How does it all fit in there?,9850,true,4,500,10,6,Teak toy box (flatpack).png,Teak toy box (flatpack)
How does it all fit in there?,9863,true,4,500,10,6,Teak treasure chest (flatpack).png,Teak treasure chest (flatpack)
How does it all fit in there?,8618,true,4,500,10,6,Teak wardrobe (flatpack).png,Teak wardrobe (flatpack)
Very stylish!,2924,true,200,150,500,300,Teal boots.png,Teal boots
These will keep my hands warm!,2932,false,200,150,500,300,Teal gloves.png,Teal gloves
A silly pointed hat.,2930,true,200,150,500,300,Teal hat.png,Teal hat
Made by werewolves for werewolves.,2928,true,200,150,500,300,Teal robe bottoms.png,Teal robe bottoms
Some fine werewolf clothing.,2926,true,200,150,500,300,Teal robe top.png,Teal robe top
Ooohhh look at the dirty colours...,20217,false,20,4,50,30,Team cape i.png,Team cape i
Ooohhh look at the dirty colours...,20214,false,20,4,50,30,Team cape x.png,Team cape x
Ooohhh look at the dirty colours...,20211,false,20,4,50,30,Team cape zero.png,Team cape zero
Ooohhh look at the pretty colours...,4315,false,20,150,50,30,Team-1 cape.png,Team-1 cape
Ooohhh look at the pretty colours...,4333,false,20,150,50,30,Team-10 cape.png,Team-10 cape
Ooohhh look at the pretty colours...,4335,false,20,150,50,30,Team-11 cape.png,Team-11 cape
Ooohhh look at the pretty colours...,4337,false,20,150,50,30,Team-12 cape.png,Team-12 cape
Ooohhh look at the pretty colours...,4339,false,20,150,50,30,Team-13 cape.png,Team-13 cape
Ooohhh look at the pretty colours...,4341,false,20,150,50,30,Team-14 cape.png,Team-14 cape
Ooohhh look at the pretty colours...,4343,false,20,150,50,30,Team-15 cape.png,Team-15 cape
Ooohhh look at the pretty colours...,4345,false,20,150,50,30,Team-16 cape.png,Team-16 cape
Ooohhh look at the pretty colours...,4347,false,20,150,50,30,Team-17 cape.png,Team-17 cape
Ooohhh look at the pretty colours...,4349,false,20,150,50,30,Team-18 cape.png,Team-18 cape
Ooohhh look at the pretty colours...,4351,false,20,150,50,30,Team-19 cape.png,Team-19 cape
Ooohhh look at the pretty colours...,4317,false,20,150,50,30,Team-2 cape.png,Team-2 cape
Ooohhh look at the pretty colours...,4353,false,20,150,50,30,Team-20 cape.png,Team-20 cape
Ooohhh look at the pretty colours...,4355,false,20,150,50,30,Team-21 cape.png,Team-21 cape
Ooohhh look at the pretty colours...,4357,false,20,150,50,30,Team-22 cape.png,Team-22 cape
Ooohhh look at the pretty colours...,4359,false,20,150,50,30,Team-23 cape.png,Team-23 cape
Ooohhh look at the pretty colours...,4361,false,20,150,50,30,Team-24 cape.png,Team-24 cape
Ooohhh look at the pretty colours...,4363,false,20,150,50,30,Team-25 cape.png,Team-25 cape
Ooohhh look at the pretty colours...,4365,false,20,150,50,30,Team-26 cape.png,Team-26 cape
Ooohhh look at the pretty colours...,4367,false,20,150,50,30,Team-27 cape.png,Team-27 cape
Ooohhh look at the pretty colours...,4369,false,20,150,50,30,Team-28 cape.png,Team-28 cape
Ooohhh look at the pretty colours...,4371,false,20,150,50,30,Team-29 cape.png,Team-29 cape
Ooohhh look at the pretty colours...,4319,false,20,150,50,30,Team-3 cape.png,Team-3 cape
Ooohhh look at the pretty colours...,4373,false,20,150,50,30,Team-30 cape.png,Team-30 cape
Ooohhh look at the pretty colours...,4375,false,20,150,50,30,Team-31 cape.png,Team-31 cape
Ooohhh look at the pretty colours...,4377,false,20,150,50,30,Team-32 cape.png,Team-32 cape
Ooohhh look at the pretty colours...,4379,false,20,150,50,30,Team-33 cape.png,Team-33 cape
Ooohhh look at the pretty colours...,4381,false,20,150,50,30,Team-34 cape.png,Team-34 cape
Ooohhh look at the pretty colours...,4383,false,20,150,50,30,Team-35 cape.png,Team-35 cape
Ooohhh look at the pretty colours...,4385,false,20,150,50,30,Team-36 cape.png,Team-36 cape
Ooohhh look at the pretty colours...,4387,false,20,150,50,30,Team-37 cape.png,Team-37 cape
Ooohhh look at the pretty colours...,4389,false,20,150,50,30,Team-38 cape.png,Team-38 cape
Ooohhh look at the pretty colours...,4391,false,20,150,50,30,Team-39 cape.png,Team-39 cape
Ooohhh look at the pretty colours...,4321,false,20,150,50,30,Team-4 cape.png,Team-4 cape
Ooohhh look at the pretty colours...,4393,false,20,150,50,30,Team-40 cape.png,Team-40 cape
Ooohhh look at the pretty colours...,4395,false,20,150,50,30,Team-41 cape.png,Team-41 cape
Ooohhh look at the pretty colours...,4397,false,20,150,50,30,Team-42 cape.png,Team-42 cape
Ooohhh look at the pretty colours...,4399,false,20,150,50,30,Team-43 cape.png,Team-43 cape
Ooohhh look at the pretty colours...,4401,false,20,150,50,30,Team-44 cape.png,Team-44 cape
Ooohhh look at the pretty colours...,4403,false,20,150,50,30,Team-45 cape.png,Team-45 cape
Ooohhh look at the pretty colours...,4405,false,20,150,50,30,Team-46 cape.png,Team-46 cape
Ooohhh look at the pretty colours...,4407,false,20,150,50,30,Team-47 cape.png,Team-47 cape
Ooohhh look at the pretty colours...,4409,false,20,150,50,30,Team-48 cape.png,Team-48 cape
Ooohhh look at the pretty colours...,4411,false,20,150,50,30,Team-49 cape.png,Team-49 cape
Ooohhh look at the pretty colours...,4323,false,20,150,50,30,Team-5 cape.png,Team-5 cape
Ooohhh look at the pretty colours...,4413,false,20,150,50,30,Team-50 cape.png,Team-50 cape
Ooohhh look at the pretty colours...,4325,false,20,150,50,30,Team-6 cape.png,Team-6 cape
Ooohhh look at the pretty colours...,4327,false,20,150,50,30,Team-7 cape.png,Team-7 cape
Ooohhh look at the pretty colours...,4329,false,20,150,50,30,Team-8 cape.png,Team-8 cape
Ooohhh look at the pretty colours...,4331,false,20,150,50,30,Team-9 cape.png,Team-9 cape
"Reduces the risk of hand severage when poking large, vicious carnivores.",10029,true,20,40,50,30,Teasing stick.png,Teasing stick
A card which has magical properties.,13658,false,,500,100,,Teleport card.png,Teleport card
A teleport to one's own house.,8013,true,1,10000,1,1,Teleport to house (tablet).png,Teleport to house (tablet)
A mighty sceptre used in long forgotten battles.,22552,true,48000,8,120000,72000,Thammaron's sceptre (u).png,Thammaron's sceptre (u)
A wooden pole for use in primitive construction.,6285,true,8,100,20,12,Thatch spar dense.png,Thatch spar dense
A wooden pole for use in primitive construction.,6281,true,4,100,10,6,Thatch spar light.png,Thatch spar light
A wooden pole for use in primitive construction.,6283,true,6,100,15,9,Thatch spar med.png,Thatch spar med
A good place to store your stolen goods.,23224,true,400,8,1000,600,Thieving bag.png,Thieving bag
"The thin, slimy corpse of a deceased giant snail.",3363,true,2,13000,5,3,Thin snail.png,Thin snail
A succulently slimy slice of sumptuous snail.,3369,true,4,6000,10,6,Thin snail meat.png,Thin snail meat
You can plant this in your garden.,8437,true,2000,10000,5000,3000,Thorny hedge (bagged).png,Thorny hedge (bagged)
Used with a needle to make clothes.,1734,false,1,18000,1,1,Thread.png,Thread
Makes me feel like a Princess.,5525,false,40,10000,100,60,Tiara.png,Tiara
A mould for tiaras.,5523,false,40,40,100,60,Tiara mould.png,Tiara mould
"A hefty beam of timber, perfect for building temples.",8837,true,1,13000,1,1,Timber beam.png,Timber beam
This needs refining.,438,false,1,13000,3,1,Tin ore.png,Tin ore
Useful for lighting a fire.,590,false,1,40,1,1,Tinderbox.png,Tinderbox
It actually smells quite good.,2255,true,1,6000,2,1,Toad batta.png,Toad batta
It actually smells quite good.,2217,true,1,6000,2,1,Toad crunchies.png,Toad crunchies
They're a gnome delicacy apparently.,2152,true,1,13000,2,1,Toad's legs.png,Toad's legs
A useful herb.,2998,true,19,13000,48,28,Toadflax.png,Toadflax
I need another ingredient to finish this Toadflax potion.,3002,true,19,10000,48,28,Toadflax potion (unf).png,Toadflax potion (unf)
A toadflax seed - plant in a herb patch.,5296,true,4,600,10,6,Toadflax seed 5.png,Toadflax seed
A spiked shield of obsidian.,6524,true,18000,70,45000,27000,Toktz-ket-xil.png,Toktz-ket-xil
A staff of obsidian.,6526,true,14000,70,35000,21000,Toktz-mej-tal.png,Toktz-mej-tal
A razor sharp sword of obsidian.,6523,true,16000,70,40000,24000,Toktz-xil-ak.png,Toktz-xil-ak
A large knife of obsidian.,6525,true,10000,70,25000,15000,Toktz-xil-ek.png,Toktz-xil-ek
A razor sharp ring of obsidian.,6522,true,100,11000,250,150,Toktz-xil-ul.png,Toktz-xil-ul
This would make good ketchup.,1982,false,1,13000,4,2,Tomato.png,Tomato
A tomato seed - plant in an allotment.,5322,true,1,600,4,2,Tomato seed 5.png,Tomato seed
A fruit basket filled with tomatoes.,5968,true,1,600,1,1,Tomatoes(5).png,Tomatoes(5)
An ancient tome containing the secrets of fire magic.,20716,true,8000,15,20000,12000,Tome of fire (empty).png,Tome of fire (empty)
An ancient tome containing the secrets of water magic.,25576,true,7800,,19500,11700,Tome of water (empty).png,Tome of water (empty)
The tooth end of the mysterious Crystal Key. Can you find the other half?,985,true,40,11000,100,60,Tooth half of key.png,Tooth half of key
Aint no rabbits in this hat.,12432,true,720,4,1800,1080,Top hat.png,Top hat
Like a sir.,12434,true,1600,4,4000,2400,Top hat & monocle.png,Top hat & monocle
I wonder if I can get this enchanted.,21114,true,500,10000,1250,750,Topaz amulet.png,Topaz amulet
It needs a string so I can wear it.,21105,true,510,10000,1275,765,Topaz amulet (u).png,Topaz amulet (u)
Red Topaz bolt tips.,9188,true,5,11000,13,7,Topaz bolt tips 5.png,Topaz bolt tips
Topaz tipped Steel crossbow bolts.,9336,true,8,11000,22,13,Topaz bolts 5.png,Topaz bolts
Enchanted Red Topaz tipped Steel Crossbow Bolts.,9239,true,9,11000,24,14,Topaz bolts (e) 5.png,Topaz bolts (e)
I wonder if this is valuable.,21123,true,600,10000,1500,900,Topaz bracelet.png,Topaz bracelet
"Dragon crossbow bolts, tipped with red topaz.",21961,true,280,11000,700,420,Topaz dragon bolts 5.png,Topaz dragon bolts
"Enchanted Dragon crossbow bolts, tipped with red topaz.",21938,true,292,11000,730,438,Topaz dragon bolts (e) 5.png,Topaz dragon bolts (e)
I wonder if this is valuable.,21096,true,570,10000,1425,855,Topaz necklace.png,Topaz necklace
A valuable ring.,21087,true,570,10000,1425,855,Topaz ring.png,Topaz ring
You can plant this in your garden.,8443,true,8000,10000,20000,12000,Topiary hedge (bagged).png,Topiary hedge (bagged)
"A set containing a Torag's helm, platelegs, platebody and hammers.",12879,true,160000,8,400000,240000,Torag's armour set.png,Torag's armour set
Torag the Corrupted's twin hammers.,4747,true,64000,15,160000,96000,Torag's hammers.png,Torag's hammers
Torag the Corrupted's twin hammers.,4962,true,64000,15,160000,96000,Torag's hammers 0.png,Torag's hammers 0
Torag the Corrupted's helm.,4745,true,41200,15,103000,61800,Torag's helm.png,Torag's helm
Torag the Corrupted's helm.,4956,true,41200,15,103000,61800,Torag's helm 0.png,Torag's helm 0
Torag the Corrupted's platebody armour.,4749,true,112000,15,280000,168000,Torag's platebody.png,Torag's platebody
Torag the Corrupted's platebody armour.,4968,true,112000,15,280000,168000,Torag's platebody 0.png,Torag's platebody 0
Torag the Corrupted's plate leg armour.,4751,true,110000,15,275000,165000,Torag's platelegs.png,Torag's platelegs
Torag the Corrupted's plate leg armour.,4974,true,110000,15,275000,165000,Torag's platelegs 0.png,Torag's platelegs 0
A deep sense of torment burns within this powerful bracelet.,19544,true,80400,8,201000,120600,Tormented bracelet.png,Tormented bracelet
Use on a tormented bracelet to make it look fancier!,23348,true,2000,4,5000,3000,Tormented ornament kit.png,Tormented ornament kit
Scrawled words that can invoke the power of the gods.,21047,true,32000,5,80000,48000,Torn prayer scroll.png,Torn prayer scroll
A powerful herb.,269,true,30,11000,75,45,Torstol.png,Torstol
I need another ingredient to finish this Torstol potion.,111,true,10,10000,25,15,Torstol potion (unf).png,Torstol potion (unf)
A torstol seed - plant in a herb patch.,5304,true,28,200,70,42,Torstol seed 5.png,Torstol seed
A word in your shell-like.,7939,true,400,7500,1000,600,Tortoise shell.png,Tortoise shell
Use on an amulet of torture to make it look fancier!,20062,true,2000,4,5000,3000,Torture ornament kit.png,Torture ornament kit
An ancient warrior's full helm.,26382,true,80000,,200000,120000,Torva full helm.png,Torva full helm
An ancient warrior's full helm.,26376,true,80000,,200000,120000,Torva full helm (damaged).png,Torva full helm (damaged)
An ancient warrior's platebody.,26384,true,240000,,600000,360000,Torva platebody.png,Torva platebody
An ancient warrior's platebody.,26378,true,240000,,600000,360000,Torva platebody (damaged).png,Torva platebody (damaged)
An ancient warrior's platelegs.,26386,true,160000,,400000,240000,Torva platelegs.png,Torva platelegs
An ancient warrior's platelegs.,26380,true,160000,,400000,240000,Torva platelegs (damaged).png,Torva platelegs (damaged)
Fires darts while coating them with venom.,12924,true,48000,8,120000,72000,Toxic blowpipe (empty).png,Toxic blowpipe (empty)
It needs to be charged with Zulrah's scales.,12902,true,400002,8,1000006,600003,Toxic staff (uncharged).png,Toxic staff (uncharged)
Nice bit of crafting!,7771,true,4,150,10,6,Toy cat.png,Toy cat
Nice bit of crafting!,7763,true,4,150,10,6,Toy doll.png,Toy doll
Nice bit of crafting!,7765,true,4,150,10,6,Toy doll.png,Toy doll (wound)
Nice bit of crafting!,7767,true,4,150,10,6,Toy mouse.png,Toy mouse
Nice bit of crafting!,7769,true,4,150,10,6,Toy mouse.png,Toy mouse (wound)
Nice bit of crafting!,7759,true,4,150,10,6,Toy soldier.png,Toy soldier
Nice bit of crafting!,7761,true,4,150,10,6,Toy soldier.png,Toy soldier (wound)
Karamja currency.,6306,true,1,18000,1,1,Trading sticks 10000.png,Trading sticks
A banner showcasing the colours of Leagues II - Trailblazer.,25056,true,400,5,1000,600,Trailblazer banner.png,Trailblazer banner
The boots of a trailblazer relic hunter.,25037,true,6000,5,15000,9000,Trailblazer boots (t1).png,Trailblazer boots (t1)
The boots of a trailblazer relic hunter.,25025,true,6000,5,15000,9000,Trailblazer boots (t2).png,Trailblazer boots (t2)
The boots of a trailblazer relic hunter.,25010,true,60000,5,150000,90000,Trailblazer boots (t3).png,Trailblazer boots (t3)
A cane of the trailblazer relic hunter.,25013,true,60000,5,150000,90000,Trailblazer cane.png,Trailblazer cane
A globe which can be built into a statue in a PoH hotspot in your League Trophy Room.,25093,true,16000,5,40000,24000,Trailblazer globe.png,Trailblazer globe
A dye which can be used to recolour a piece of graceful clothing.,25099,true,10000,6,25000,15000,Trailblazer graceful ornament kit.png,Trailblazer graceful ornament kit
The headgear of a trailblazer relic hunter.,25028,true,6000,5,15000,9000,Trailblazer hood (t1).png,Trailblazer hood (t1)
The headgear of a trailblazer relic hunter.,25016,true,6000,5,15000,9000,Trailblazer hood (t2).png,Trailblazer hood (t2)
The headgear of a trailblazer relic hunter.,25001,true,60000,5,150000,90000,Trailblazer hood (t3).png,Trailblazer hood (t3)
"A set containing Trailblazer boots (t1), Trailblazer trousers (t1), Trailblazer top (t1) and Trailblazer hood (t1).",25380,true,20000,,50000,30000,Trailblazer relic hunter (t1) armour set.png,Trailblazer relic hunter (t1) armour set
"A set containing Trailblazer boots (t2), Trailblazer trousers (t2), Trailblazer top (t2) and Trailblazer hood (t2).",25383,true,20000,,50000,30000,Trailblazer relic hunter (t2) armour set.png,Trailblazer relic hunter (t2) armour set
"A set containing Trailblazer boots (t3), Trailblazer trousers (t3), Trailblazer top (t3) and Trailblazer hood (t3).",25386,true,20000,,50000,30000,Trailblazer relic hunter (t3) armour set.png,Trailblazer relic hunter (t3) armour set
A rug which can be built into a rug hotspot in your PoH League Trophy Room.,25096,true,20000,5,50000,30000,Trailblazer rug.png,Trailblazer rug
A scroll which unlocks the Leagues II - Trailblazer home teleport animation.,25087,true,10000,5,25000,15000,Trailblazer teleport scroll.png,Trailblazer teleport scroll
"A kit which can be attached to any Dragon or Infernal axe, pickaxe or harpoon to recolour it.",25090,true,10000,5,25000,15000,Trailblazer tool ornament kit.png,Trailblazer tool ornament kit
The coat of a trailblazer relic hunter.,25031,true,6000,5,15000,9000,Trailblazer top (t1).png,Trailblazer top (t1)
The coat of a trailblazer relic hunter.,25019,true,6000,5,15000,9000,Trailblazer top (t2).png,Trailblazer top (t2)
The coat of a trailblazer relic hunter.,25004,true,60000,5,150000,90000,Trailblazer top (t3).png,Trailblazer top (t3)
The trousers of a trailblazer relic hunter.,25034,true,6000,5,15000,9000,Trailblazer trousers (t1).png,Trailblazer trousers (t1)
The trousers of a trailblazer relic hunter.,25022,true,6000,5,15000,9000,Trailblazer trousers (t2).png,Trailblazer trousers (t2)
The trousers of a trailblazer relic hunter.,25007,true,60000,5,150000,90000,Trailblazer trousers (t3).png,Trailblazer trousers (t3)
A razor sharp ring.,12605,true,20000,8,50000,30000,Treasonous ring.png,Treasonous ring
A freshly made triangle sandwich.,6962,false,10,6000,25,15,Triangle sandwich.png,Triangle sandwich
A ceremonial wooden mask.,6339,true,200,150,500,300,Tribal mask (blue).png,Tribal mask (blue)
A ceremonial wooden mask.,6335,true,200,150,500,300,Tribal mask (green).png,Tribal mask (green)
A ceremonial wooden mask.,6337,true,200,150,500,300,Tribal mask (orange).png,Tribal mask (orange)
Local dress.,6351,true,120,150,300,180,Tribal top (blue).png,Tribal top (blue)
Local dress.,6341,true,120,150,300,180,Tribal top (brown).png,Tribal top (brown)
Local dress.,6371,true,120,150,300,180,Tribal top (pink).png,Tribal top (pink)
Local dress.,6361,true,120,150,300,180,Tribal top (yellow).png,Tribal top (yellow)
A weapon from the deep.,11905,true,27600,8,69000,41400,Trident of the seas (full).png,Trident of the seas (full)
"A pair of long dwarven trousers... long for dwarves, of course.",5040,true,300,150,750,450,Trousers (blue).png,Trousers (blue)
"A pair of long dwarven trousers... long for dwarves, of course.",5036,true,220,150,550,330,Trousers (brown).png,Trousers (brown)
"A pair of long dwarven trousers... long for dwarves, of course.",5038,true,280,150,700,420,Trousers (lilac).png,Trousers (lilac)
Some nicely cooked trout.,333,false,4,6000,10,6,Trout.png,Trout
Take it to Perdu to help you avoid losing certain items.,24187,true,1,,1,1,Trouver parchment.png,Trouver parchment
An ancient staff created using a higher power.,27277,true,1,,1,1,Tumeken's shadow (uncharged).png,Tumeken's shadow (uncharged)
"Wow, this is a big fish.",361,false,16,6000,40,24,Tuna.png,Tuna
A bowl of cooked tuna and sweetcorn.,7068,true,45,13000,113,67,Tuna and corn.png,Tuna and corn
A baked potato with tuna and sweetcorn.,7060,true,45,13000,113,67,Tuna potato.png,Tuna potato
"They're soft, silky and turquoise.",634,true,80,150,200,120,Turquoise boots.png,Turquoise boots
A silly turquoise pointed hat.,664,true,64,150,160,96,Turquoise hat.png,Turquoise hat
Made by Tree Gnomes with a thing for turquoise.,654,true,72,150,180,108,Turquoise robe bottoms.png,Turquoise robe bottoms
"The ultimate in gnome design, now in turquoise!",644,true,72,150,180,108,Turquoise robe top.png,Turquoise robe top
A banner showcasing the colours of the Twisted League.,24413,true,400,5,1000,600,Twisted banner.png,Twisted banner
A scroll which unlocks the twisted player-owned house wall-kit.,24463,true,10000,5,25000,15000,Twisted blueprints.png,Twisted blueprints
The boots of a twisted relic hunter.,24411,true,400,5,1000,600,Twisted boots (t1).png,Twisted boots (t1)
The boots of a twisted relic hunter.,24403,true,4000,5,10000,6000,Twisted boots (t2).png,Twisted boots (t2)
The boots of a twisted relic hunter.,24393,true,40000,5,100000,60000,Twisted boots (t3).png,Twisted boots (t3)
A mystical bow carved from the twisted remains of the Great Olm.,20997,true,1600000,8,4000000,2400000,Twisted bow.png,Twisted bow
A buckler carved from the twisted remains of the Great Olm.,21000,true,36000,8,90000,54000,Twisted buckler.png,Twisted buckler
A cane of the twisted relic hunter.,24395,true,400,10,1000,600,Twisted cane.png,Twisted cane
The coat of a twisted relic hunter.,24407,true,400,5,1000,600,Twisted coat (t1).png,Twisted coat (t1)
The coat of a twisted relic hunter.,24399,true,4000,5,10000,6000,Twisted coat (t2).png,Twisted coat (t2)
The coat of a twisted relic hunter.,24389,true,40000,5,100000,60000,Twisted coat (t3).png,Twisted coat (t3)
The headgear of a twisted relic hunter.,24405,true,400,5,1000,600,Twisted hat (t1).png,Twisted hat (t1)
The headgear of a twisted relic hunter.,24397,true,4000,5,10000,6000,Twisted hat (t2).png,Twisted hat (t2)
The headgear of a twisted relic hunter.,24387,true,40000,5,100000,60000,Twisted hat (t3).png,Twisted hat (t3)
These look like they can be attached to a slayer helmet.,24466,true,40000,5,100000,60000,Twisted horns.png,Twisted horns
"A set containing Twisted boots (t1), Twisted trousers (t1), Twisted coat (t1) and Twisted hat (t1).",24469,true,20000,5,50000,30000,Twisted relic hunter (t1) armour set.png,Twisted relic hunter (t1) armour set
"A set containing Twisted boots (t2), Twisted trousers (t2), Twisted coat (t2) and Twisted hat (t2).",24472,true,20000,5,50000,30000,Twisted relic hunter (t2) armour set.png,Twisted relic hunter (t2) armour set
"A set containing Twisted boots (t3), Twisted trousers (t3), Twisted coat (t3) and Twisted hat (t3).",24475,true,20000,5,50000,30000,Twisted relic hunter (t3) armour set.png,Twisted relic hunter (t3) armour set
A scroll which unlocks the twisted home teleport animation.,24460,true,10000,5,25000,15000,Twisted teleport scroll.png,Twisted teleport scroll
The trousers of a twisted relic hunter.,24409,true,400,5,1000,600,Twisted trousers (t1).png,Twisted trousers (t1)
The trousers of a twisted relic hunter.,24401,true,4000,5,10000,6000,Twisted trousers (t2).png,Twisted trousers (t2)
The trousers of a twisted relic hunter.,24391,true,40000,5,100000,60000,Twisted trousers (t3).png,Twisted trousers (t3)
An incredibly heavy ring.,12603,true,20000,8,50000,30000,Tyrannical ring.png,Tyrannical ring
As used by King Tyras' personal guard.,9629,true,220,150,550,330,Tyras helm.png,Tyras helm
A mace of obsidian.,6527,true,12000,70,30000,18000,Tzhaar-ket-em.png,Tzhaar-ket-em
A maul of obsidian.,6528,true,20000,70,50001,30000,Tzhaar-ket-om.png,Tzhaar-ket-om
Use on the TzHaar-ket-om to trim and spike it.,23232,true,2000,4,5000,3000,Tzhaar-ket-om ornament kit.png,Tzhaar-ket-om ornament kit
A mixture of chopped onions and ugthanki meat in a bowl.,1877,true,2,11000,7,4,Ugthanki & onion.png,Ugthanki & onion
A mixture of chopped tomatoes and ugthanki meat in a bowl.,1879,true,2,11000,7,4,Ugthanki & tomato.png,Ugthanki & tomato
